|film_id|title                    |category   |rating|fullname             |rental_frequency|total_amount|last_update|
|357    |GILBERT PELICAN            |Classics   |G     |JACQUELINE LONG      |1               |2.99        |2006-02-15 |
|358    |GILMORE BOILED             |Classics   |R     |CAROLE BARNETT       |1               |2.99        |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |ALEX GRESHAM         |1               |2.99        |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |CLAUDE HERZOG        |1               |2.99        |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |FREDERICK ISBELL     |1               |2.99        |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |GEORGIA JACOBS       |1               |2.99        |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |JOSEPHINE GOMEZ      |1               |2.99        |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |MARJORIE TUCKER      |1               |2.99        |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |MAURICE CRAWLEY      |1               |2.99        |2006-02-15 |
|361    |GLEAMING JAWBREAKER        |Sports     |NC-17 |SETH HANNON          |1               |2.99        |2006-02-15 |
|362    |GLORY TRACY                |Games      |PG-13 |ALFRED CASILLAS      |1               |2.99        |2006-02-15 |
|362    |GLORY TRACY                |Games      |PG-13 |CONSTANCE REID       |1               |2.99        |2006-02-15 |
|362    |GLORY TRACY                |Games      |PG-13 |ERIC ROBERT          |1               |2.99        |2006-02-15 |
|362    |GLORY TRACY                |Games      |PG-13 |MARJORIE TUCKER      |1               |2.99        |2006-02-15 |
|362    |GLORY TRACY                |Games      |PG-13 |SERGIO STANFIELD     |1               |2.99        |2006-02-15 |
|363    |GO PURPLE                  |Music      |R     |GEORGE LINTON        |1               |2.99        |2006-02-15 |
|363    |GO PURPLE                  |Music      |R     |JAVIER ELROD         |1               |2.99        |2006-02-15 |
|363    |GO PURPLE                  |Music      |R     |PAUL TROUT           |1               |2.99        |2006-02-15 |
|363    |GO PURPLE                  |Music      |R     |PETER MENARD         |1               |2.99        |2006-02-15 |
|364    |GODFATHER DIARY            |New        |NC-17 |DUSTIN GILLETTE      |1               |2.99        |2006-02-15 |
|364    |GODFATHER DIARY            |New        |NC-17 |KELLY TORRES         |1               |2.99        |2006-02-15 |
|364    |GODFATHER DIARY            |New        |NC-17 |RAYMOND MCWHORTER    |1               |2.99        |2006-02-15 |
|364    |GODFATHER DIARY            |New        |NC-17 |TONY CARRANZA        |1               |2.99        |2006-02-15 |
|366    |GOLDFINGER SENSIBILITY     |Drama      |G     |JEFFERY PINSON       |1               |2.99        |2006-02-15 |
|366    |GOLDFINGER SENSIBILITY     |Drama      |G     |KAY CALDWELL         |1               |2.99        |2006-02-15 |
|366    |GOLDFINGER SENSIBILITY     |Drama      |G     |KENNETH GOODEN       |1               |2.99        |2006-02-15 |
|366    |GOLDFINGER SENSIBILITY     |Drama      |G     |SUE PETERS           |1               |2.99        |2006-02-15 |
|367    |GOLDMINE TYCOON            |Sci-Fi     |R     |BRYAN HARDISON       |1               |2.99        |2006-02-15 |
|367    |GOLDMINE TYCOON            |Sci-Fi     |R     |LESTER KRAUS         |1               |2.99        |2006-02-15 |
|367    |GOLDMINE TYCOON            |Sci-Fi     |R     |MAX PITT             |1               |2.99        |2006-02-15 |
|367    |GOLDMINE TYCOON            |Sci-Fi     |R     |VIRGIL WOFFORD       |1               |2.99        |2006-02-15 |
|368    |GONE TROUBLE               |Drama      |R     |ALEXANDER FENNELL    |1               |2.99        |2006-02-15 |
|368    |GONE TROUBLE               |Drama      |R     |JAMIE RICE           |1               |2.99        |2006-02-15 |
|368    |GONE TROUBLE               |Drama      |R     |KEITH RICO           |1               |2.99        |2006-02-15 |
|368    |GONE TROUBLE               |Drama      |R     |MARILYN ROSS         |1               |2.99        |2006-02-15 |
|368    |GONE TROUBLE               |Drama      |R     |MATTHEW MAHAN        |1               |2.99        |2006-02-15 |
|368    |GONE TROUBLE               |Drama      |R     |NICHOLAS BARFIELD    |1               |2.99        |2006-02-15 |
|368    |GONE TROUBLE               |Drama      |R     |TERRENCE GUNDERSON   |1               |2.99        |2006-02-15 |
|370    |GORGEOUS BINGO             |Children   |R     |CONNIE WALLACE       |1               |2.99        |2006-02-15 |
|370    |GORGEOUS BINGO             |Children   |R     |CURTIS IRBY          |1               |2.99        |2006-02-15 |
|370    |GORGEOUS BINGO             |Children   |R     |ERICA MATTHEWS       |1               |2.99        |2006-02-15 |
|370    |GORGEOUS BINGO             |Children   |R     |KATIE ELLIOTT        |1               |2.99        |2006-02-15 |
|370    |GORGEOUS BINGO             |Children   |R     |PHILIP CAUSEY        |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |CASEY MENA           |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |CONSTANCE REID       |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |DEBBIE REYES         |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |EARL SHANKS          |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |JESSICA HALL         |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |LEONA OBRIEN         |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |LYDIA BURKE          |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |RYAN SALISBURY       |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |SHERRI RHODES        |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |VERNON CHAPA         |1               |2.99        |2006-02-15 |
|373    |GRADUATE LORD              |Children   |G     |WILMA RICHARDS       |1               |2.99        |2006-02-15 |
|374    |GRAFFITI LOVE              |Sci-Fi     |PG    |ANDREW PURDY         |1               |2.99        |2006-02-15 |
|374    |GRAFFITI LOVE              |Sci-Fi     |PG    |DAWN SULLIVAN        |1               |2.99        |2006-02-15 |
|374    |GRAFFITI LOVE              |Sci-Fi     |PG    |JUSTIN NGO           |1               |2.99        |2006-02-15 |
|374    |GRAFFITI LOVE              |Sci-Fi     |PG    |MARJORIE TUCKER      |1               |2.99        |2006-02-15 |
|374    |GRAFFITI LOVE              |Sci-Fi     |PG    |ROBERTA HARPER       |1               |2.99        |2006-02-15 |
|374    |GRAFFITI LOVE              |Sci-Fi     |PG    |ROSS GREY            |1               |2.99        |2006-02-15 |
|374    |GRAFFITI LOVE              |Sci-Fi     |PG    |SARAH LEWIS          |1               |2.99        |2006-02-15 |
|375    |GRAIL FRANKENSTEIN         |Action     |NC-17 |EDITH MCDONALD       |1               |2.99        |2006-02-15 |
|375    |GRAIL FRANKENSTEIN         |Action     |NC-17 |EVERETT BANDA        |1               |2.99        |2006-02-15 |
|375    |GRAIL FRANKENSTEIN         |Action     |NC-17 |PEDRO CHESTNUT       |1               |2.99        |2006-02-15 |
|375    |GRAIL FRANKENSTEIN         |Action     |NC-17 |SCOTT SHELLEY        |1               |2.99        |2006-02-15 |
|377    |GREASE YOUTH               |Family     |G     |FRANCISCO SKIDMORE   |1               |2.99        |2006-02-15 |
|377    |GREASE YOUTH               |Family     |G     |MABEL HOLLAND        |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |ALEX GRESHAM         |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |ANNA HILL            |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |BRAD MCCURDY         |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |CARL ARTIS           |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |CONNIE WALLACE       |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |FRANK WAGGONER       |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |GARY COY             |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |GENE SANBORN         |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |GREG ROBINS          |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |JESSIE BANKS         |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |LYNN PAYNE           |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |MILDRED BAILEY       |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |NICOLE PETERSON      |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |RALPH MADRIGAL       |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |RUBY WASHINGTON      |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |TRACY COLE           |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |VICKIE BREWER        |1               |2.99        |2006-02-15 |
|378    |GREATEST NORTH             |Music      |NC-17 |WANDA PATTERSON      |1               |2.99        |2006-02-15 |
|379    |GREEDY ROOTS               |Drama      |R     |ALEXANDER FENNELL    |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |AMBER DIXON          |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |CARLA GUTIERREZ      |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |CLARA SHAW           |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |DEREK BLAKELY        |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |DORIS REED           |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |GRACE ELLIS          |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |JANICE WARD          |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |JEFF EAST            |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |JENNY CASTRO         |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |LUCILLE HOLMES       |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |MARK RINEHART        |1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |MITCHELL WESTMORELAND|1               |2.99        |2006-02-15 |
|380    |GREEK EVERYONE             |Foreign    |PG    |NAOMI JENNINGS       |1               |2.99        |2006-02-15 |
|382    |GRIT CLOCKWORK             |Games      |PG    |CLIFFORD BOWENS      |1               |2.99        |2006-02-15 |
|382    |GRIT CLOCKWORK             |Games      |PG    |FRANCISCO SKIDMORE   |1               |2.99        |2006-02-15 |
|382    |GRIT CLOCKWORK             |Games      |PG    |REGINALD KINDER      |1               |2.99        |2006-02-15 |
|383    |GROOVE FICTION             |Sports     |NC-17 |BOBBIE CRAIG         |1               |2.99        |2006-02-15 |
|383    |GROOVE FICTION             |Sports     |NC-17 |DOROTHY TAYLOR       |1               |2.99        |2006-02-15 |
|383    |GROOVE FICTION             |Sports     |NC-17 |MAE FLETCHER         |1               |2.99        |2006-02-15 |
|383    |GROOVE FICTION             |Sports     |NC-17 |MARCIA DEAN          |1               |2.99        |2006-02-15 |
|383    |GROOVE FICTION             |Sports     |NC-17 |TAMARA NGUYEN        |1               |2.99        |2006-02-15 |
|383    |GROOVE FICTION             |Sports     |NC-17 |THELMA MURRAY        |1               |2.99        |2006-02-15 |
|387    |GUN BONNIE                 |Games      |G     |AGNES BISHOP         |1               |2.99        |2006-02-15 |
|387    |GUN BONNIE                 |Games      |G     |LUCY WHEELER         |1               |2.99        |2006-02-15 |
|388    |GUNFIGHT MOON              |Comedy     |NC-17 |GLORIA COOK          |1               |2.99        |2006-02-15 |
|389    |GUNFIGHTER MUSSOLINI       |Sports     |PG-13 |EDWIN BURK           |1               |2.99        |2006-02-15 |
|389    |GUNFIGHTER MUSSOLINI       |Sports     |PG-13 |JACK FOUST           |1               |2.99        |2006-02-15 |
|389    |GUNFIGHTER MUSSOLINI       |Sports     |PG-13 |SCOTT SHELLEY        |1               |2.99        |2006-02-15 |
|389    |GUNFIGHTER MUSSOLINI       |Sports     |PG-13 |STEVEN CURLEY        |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |ALEX GRESHAM         |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |AMY LOPEZ            |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |AUDREY RAY           |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |CHRISTIAN JUNG       |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |CLARA SHAW           |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |CLARENCE GAMEZ       |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |ELSIE KELLEY         |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |ERIKA PENA           |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |FRED WHEAT           |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |GAIL KNIGHT          |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |GERALDINE PERKINS    |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |GREG ROBINS          |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |JANICE WARD          |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |KAY CALDWELL         |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |TANYA GILBERT        |1               |2.99        |2006-02-15 |
|391    |HALF OUTFIELD              |Family     |PG-13 |TERRY CARLSON        |1               |2.99        |2006-02-15 |
|393    |HALLOWEEN NUTS             |Documentary|PG-13 |CAROLE BARNETT       |1               |2.99        |2006-02-15 |
|393    |HALLOWEEN NUTS             |Documentary|PG-13 |DIANNE SHELTON       |1               |2.99        |2006-02-15 |
|393    |HALLOWEEN NUTS             |Documentary|PG-13 |MITCHELL WESTMORELAND|1               |2.99        |2006-02-15 |
|393    |HALLOWEEN NUTS             |Documentary|PG-13 |NICHOLAS BARFIELD    |1               |2.99        |2006-02-15 |
|393    |HALLOWEEN NUTS             |Documentary|PG-13 |SANDRA MARTIN        |1               |2.99        |2006-02-15 |
|393    |HALLOWEEN NUTS             |Documentary|PG-13 |TINA SIMMONS         |1               |2.99        |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |ANDREW PURDY         |1               |2.99        |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |CHARLOTTE HUNTER     |1               |2.99        |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |ELAINE STEVENS       |1               |2.99        |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |MISTY LAMBERT        |1               |2.99        |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |NATALIE MEYER        |1               |2.99        |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |PHILLIP HOLM         |1               |2.99        |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |SARAH LEWIS          |1               |2.99        |2006-02-15 |
|394    |HAMLET WISDOM              |Sci-Fi     |R     |VIRGINIA GREEN       |1               |2.99        |2006-02-15 |
|395    |HANDICAP BOONDOCK          |Action     |R     |ANA BRADLEY          |1               |2.99        |2006-02-15 |
|395    |HANDICAP BOONDOCK          |Action     |R     |CURTIS IRBY          |1               |2.99        |2006-02-15 |
|395    |HANDICAP BOONDOCK          |Action     |R     |GENE SANBORN         |1               |2.99        |2006-02-15 |
|395    |HANDICAP BOONDOCK          |Action     |R     |JENNY CASTRO         |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |AMBER DIXON          |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |ANNE POWELL          |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |BETTY WHITE          |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |DAN PAINE            |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |DARRELL POWER        |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |EDITH MCDONALD       |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |LESTER KRAUS         |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |MELVIN ELLINGTON     |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |MICHEAL FORMAN       |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |MILTON HOWLAND       |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |PEGGY MYERS          |1               |2.99        |2006-02-15 |
|397    |HANKY OCTOBER              |Sci-Fi     |NC-17 |RICHARD MCCRARY      |1               |2.99        |2006-02-15 |
|399    |HAPPINESS UNITED           |Foreign    |G     |ANA BRADLEY          |1               |2.99        |2006-02-15 |
|399    |HAPPINESS UNITED           |Foreign    |G     |FERNANDO CHURCHILL   |1               |2.99        |2006-02-15 |
|399    |HAPPINESS UNITED           |Foreign    |G     |RAUL FORTIER         |1               |2.99        |2006-02-15 |
|399    |HAPPINESS UNITED           |Foreign    |G     |RENE MCALISTER       |1               |2.99        |2006-02-15 |
|400    |HARDLY ROBBERS             |Documentary|R     |APRIL BURNS          |1               |2.99        |2006-02-15 |
|400    |HARDLY ROBBERS             |Documentary|R     |JULIA FLORES         |1               |2.99        |2006-02-15 |
|401    |HAROLD FRENCH              |Drama      |NC-17 |EDWARD BAUGH         |1               |2.99        |2006-02-15 |
|402    |HARPER DYING               |Animation  |G     |IRENE PRICE          |1               |2.99        |2006-02-15 |
|402    |HARPER DYING               |Animation  |G     |JULIAN VEST          |1               |2.99        |2006-02-15 |
|402    |HARPER DYING               |Animation  |G     |LEWIS LYMAN          |1               |2.99        |2006-02-15 |
|402    |HARPER DYING               |Animation  |G     |LYNN PAYNE           |1               |2.99        |2006-02-15 |
|406    |HAUNTING PIANIST           |Games      |R     |KATIE ELLIOTT        |1               |2.99        |2006-02-15 |
|406    |HAUNTING PIANIST           |Games      |R     |MATHEW BOLIN         |1               |2.99        |2006-02-15 |
|406    |HAUNTING PIANIST           |Games      |R     |VERA MCCOY           |1               |2.99        |2006-02-15 |
|407    |HAWK CHILL                 |Documentary|PG-13 |MARION OCAMPO        |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |CASEY MENA           |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |EARL SHANKS          |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |ERIC ROBERT          |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |EUGENE CULPEPPER     |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |JACK FOUST           |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |JEFF EAST            |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |JOEL FRANCISCO       |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |JORDAN ARCHULETA     |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |KRISTINA CHAMBERS    |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |LILLIE KIM           |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |PAMELA BAKER         |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |PHILIP CAUSEY        |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |RICHARD MCCRARY      |1               |2.99        |2006-02-15 |
|410    |HEAVEN FREEDOM             |Comedy     |PG    |RITA GRAHAM          |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |EDITH MCDONALD       |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |ELLA OLIVER          |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |GARY COY             |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |IRMA PEARSON         |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |MICHAEL SILVERMAN    |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |RANDALL NEUMANN      |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |RICKY SHELBY         |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |SALLY PIERCE         |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |SAM MCDUFFIE         |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |VIOLA HANSON         |1               |2.99        |2006-02-15 |
|413    |HEDWIG ALTER               |Comedy     |NC-17 |YOLANDA WEAVER       |1               |2.99        |2006-02-15 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |ARNOLD HAVENS        |1               |2.99        |2006-02-15 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |BRENDA WRIGHT        |1               |2.99        |2006-02-15 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |COURTNEY DAY         |1               |2.99        |2006-02-15 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |FRED WHEAT           |1               |2.99        |2006-02-15 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |ROBERT BAUGHMAN      |1               |2.99        |2006-02-15 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |ROLAND SOUTH         |1               |2.99        |2006-02-15 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |SHERRY MARSHALL      |1               |2.99        |2006-02-15 |
|414    |HELLFIGHTERS SIERRA        |Foreign    |PG    |STEVEN CURLEY        |1               |2.99        |2006-02-15 |
|415    |HIGH ENCINO                |Horror     |R     |ANA BRADLEY          |1               |2.99        |2006-02-15 |
|415    |HIGH ENCINO                |Horror     |R     |BRYAN HARDISON       |1               |2.99        |2006-02-15 |
|415    |HIGH ENCINO                |Horror     |R     |HAZEL WARREN         |1               |2.99        |2006-02-15 |
|415    |HIGH ENCINO                |Horror     |R     |HENRY BILLINGSLEY    |1               |2.99        |2006-02-15 |
|415    |HIGH ENCINO                |Horror     |R     |MITCHELL WESTMORELAND|1               |2.99        |2006-02-15 |
|415    |HIGH ENCINO                |Horror     |R     |THERESA WATSON       |1               |2.99        |2006-02-15 |
|416    |HIGHBALL POTTER            |Foreign    |R     |ZACHARY HITE         |1               |2.99        |2006-02-15 |
|417    |HILLS NEIGHBORS            |Action     |G     |ALICE STEWART        |1               |2.99        |2006-02-15 |
|417    |HILLS NEIGHBORS            |Action     |G     |AMBER DIXON          |1               |2.99        |2006-02-15 |
|417    |HILLS NEIGHBORS            |Action     |G     |JOSE ANDREW          |1               |2.99        |2006-02-15 |
|417    |HILLS NEIGHBORS            |Action     |G     |RUBEN GEARY          |1               |2.99        |2006-02-15 |
|418    |HOBBIT ALIEN               |Drama      |PG-13 |BRIAN WYMAN          |1               |2.99        |2006-02-15 |
|418    |HOBBIT ALIEN               |Drama      |PG-13 |DANIELLE DANIELS     |1               |2.99        |2006-02-15 |
|418    |HOBBIT ALIEN               |Drama      |PG-13 |HAROLD MARTINO       |1               |2.99        |2006-02-15 |
|418    |HOBBIT ALIEN               |Drama      |PG-13 |JENNIFER DAVIS       |1               |2.99        |2006-02-15 |
|418    |HOBBIT ALIEN               |Drama      |PG-13 |ROGER QUINTANILLA    |1               |2.99        |2006-02-15 |
|424    |HOLOCAUST HIGHBALL         |Children   |R     |BRETT CORNWELL       |1               |2.99        |2006-02-15 |
|425    |HOLY TADPOLE               |Classics   |R     |BERNARD COLBY        |1               |2.99        |2006-02-15 |
|425    |HOLY TADPOLE               |Classics   |R     |TANYA GILBERT        |1               |2.99        |2006-02-15 |
|427    |HOMEWARD CIDER             |Documentary|R     |ETHEL WEBB           |1               |2.99        |2006-02-15 |
|427    |HOMEWARD CIDER             |Documentary|R     |RENEE LANE           |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |CAROLE BARNETT       |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |CHARLENE ALVAREZ     |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |CHRISTIAN JUNG       |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |CLAYTON BARBEE       |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |DAISY BATES          |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |DARLENE ROSE         |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |ELLEN SIMPSON        |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |HELEN HARRIS         |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |LAURIE LAWRENCE      |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |MARTHA GONZALEZ      |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |MELINDA FERNANDEZ    |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |MELISSA KING         |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |MIKE WAY             |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |NELSON CHRISTENSON   |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |NORMAN CURRIER       |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |SARA PERRY           |1               |2.99        |2006-02-15 |
|428    |HOMICIDE PEACH             |Family     |PG-13 |TOMMY COLLAZO        |1               |2.99        |2006-02-15 |
|429    |HONEY TIES                 |Sports     |R     |MICHEAL FORMAN       |1               |2.99        |2006-02-15 |
|430    |HOOK CHARIOTS              |Animation  |G     |MIGUEL BETANCOURT    |1               |2.99        |2006-02-15 |
|430    |HOOK CHARIOTS              |Animation  |G     |VIRGIL WOFFORD       |1               |2.99        |2006-02-15 |
|431    |HOOSIERS BIRDCAGE          |Foreign    |G     |BARBARA JONES        |1               |2.99        |2006-02-15 |
|432    |HOPE TOOTSIE               |Classics   |NC-17 |CARMEN OWENS         |1               |2.99        |2006-02-15 |
